occurrenceID	identifier	Credit	creator	licenseLogoURL	UsageTerms
7b422cf2-b44a-47c3-83c0-ba8494975e1a	https://symbiota.ccber.ucsb.edu/kummel/2025/n101a_n101-005.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
60afc815-b5b7-4ed8-854f-0ac940b7d16b	https://symbiota.ccber.ucsb.edu/kummel/2025/n101b_n101-008.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
04274121-61ea-485c-8284-5313545a85d6	https://symbiota.ccber.ucsb.edu/kummel/2025/n101c_n101-025.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
727ef8c3-c4ec-4696-88f4-e1960c69c5f7	https://symbiota.ccber.ucsb.edu/kummel/2025/n102a_n102-009.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
0a0adf7e-5021-4523-83d4-cc9c6c2265b8	https://symbiota.ccber.ucsb.edu/kummel/2025/n102b_n102-013.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
e24200a9-c521-40db-8cce-e1dd9b6db1c6	https://symbiota.ccber.ucsb.edu/kummel/2025/n102c_n101-017.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
ebe12efd-fc17-4c59-9dba-2003d599d04f	https://symbiota.ccber.ucsb.edu/kummel/2025/n103a_n103-001.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
8aebe4e4-a14e-4f3d-86a4-57b268a77be9	https://symbiota.ccber.ucsb.edu/kummel/2025/n103b_n103-007.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
9dac46a6-7794-4076-bda0-19c74961389f	https://symbiota.ccber.ucsb.edu/kummel/2025/n103c_n102-002.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
f0d27dc0-c402-47cd-a6a0-45c291651ce1	https://symbiota.ccber.ucsb.edu/kummel/2025/n104a_n104-005.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
e372dc78-15d2-4c5d-b37a-7ce3947e1ad6	https://symbiota.ccber.ucsb.edu/kummel/2025/n104b_mc30-027.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
f430920b-1d22-4f1e-95e0-48deab22d588	https://symbiota.ccber.ucsb.edu/kummel/2025/n104c_mc30-040.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
deb6aef5-6434-4f83-a6d6-a1d0b1035acd	https://symbiota.ccber.ucsb.edu/kummel/2025/n105a_n105-012.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
aad869b2-9dca-4da1-9d25-6566a5eb3624	https://symbiota.ccber.ucsb.edu/kummel/2025/n105b_n105-031.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
db28f747-720a-4811-9e85-bb0c01fa0644	https://symbiota.ccber.ucsb.edu/kummel/2025/n105c_n102-010.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
2ea0a9c7-3dbf-443f-9434-c203ae80e914	https://symbiota.ccber.ucsb.edu/kummel/2025/n106a_n106-010.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
04686284-a5b1-4ec7-a7ea-45b9d26f244a	https://symbiota.ccber.ucsb.edu/kummel/2025/n106b_n105-026.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
883f6a5d-a3ca-43d4-b198-94dd7cbf36e3	https://symbiota.ccber.ucsb.edu/kummel/2025/n106c_n103-010.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
7bb64248-e4eb-412f-a5ab-7697a751e958	https://symbiota.ccber.ucsb.edu/kummel/2025/n107a_n107-003.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
33997bad-4ff6-4157-96e5-2068ef5733f5	https://symbiota.ccber.ucsb.edu/kummel/2025/n107b_n107-009.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
59933063-8a8b-4680-9b20-b272cbef81bf	https://symbiota.ccber.ucsb.edu/kummel/2025/n107c_n107-015.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
c516f092-478d-4f4e-b24b-df6e9c22cdee	https://symbiota.ccber.ucsb.edu/kummel/2025/n108a_n107-020.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
c4942eca-3a8b-4732-838f-93ab943a1c8f	https://symbiota.ccber.ucsb.edu/kummel/2025/n108b_n105-002.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
3af5f826-eda1-4eb6-8993-862579a9e27d	https://symbiota.ccber.ucsb.edu/kummel/2025/n108c_n105-005.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
2c2cf852-3089-4d68-beba-6c4f3e2f0591	https://symbiota.ccber.ucsb.edu/kummel/2025/n109a_n109-010.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
e57ff8b0-7e87-43a2-b4ab-cc11216a9242	https://symbiota.ccber.ucsb.edu/kummel/2025/n109b_n102-034.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
524a48b5-5bf9-452f-b07e-34b641f69fbd	https://symbiota.ccber.ucsb.edu/kummel/2025/n109c_n102-023.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
9be52afa-994f-4530-a9c4-c161bdb59a9e	https://symbiota.ccber.ucsb.edu/kummel/2025/n110a_n110-005.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
2f6b438e-7eb7-40cb-bdee-10a8589d5392	https://symbiota.ccber.ucsb.edu/kummel/2025/n110b_n110-023.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
fca0fdaf-a8c7-4a30-b0d7-d20a99097929	https://symbiota.ccber.ucsb.edu/kummel/2025/n110c_n110-014.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
d68b2ba3-43f0-414a-9ff8-012c45a52686	https://symbiota.ccber.ucsb.edu/kummel/2025/n111a_n111-025.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
9aa3812f-d5b8-4f74-87cb-75841bc087bd	https://symbiota.ccber.ucsb.edu/kummel/2025/n111b_n110-016.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
1c12dd09-f385-499f-bcf8-0d16c6de2797	https://symbiota.ccber.ucsb.edu/kummel/2025/n111c_n105-016.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
20dcb7f9-91ef-4c62-b9b6-8e7e0d7882e0	https://symbiota.ccber.ucsb.edu/kummel/2025/n112a_n112-005.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
892345a4-2684-4f1e-a5b9-2d86d06310bf	https://symbiota.ccber.ucsb.edu/kummel/2025/n112b_n112-026.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
252a59a0-74de-4db5-bdfd-6f3755606a5d	https://symbiota.ccber.ucsb.edu/kummel/2025/n112c_n110-013.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
bf97b923-7750-45d2-a37a-1d62ee41077c	https://symbiota.ccber.ucsb.edu/kummel/2025/n113a_n113-036.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
4dc81f8d-ffac-4801-9f46-f0be53cabcf6	https://symbiota.ccber.ucsb.edu/kummel/2025/n113b_n113-031.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
c9d8ee1a-a88b-4743-8183-b24f374fa34e	https://symbiota.ccber.ucsb.edu/kummel/2025/n113c_n113-029.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
c9c73a67-24e2-4a0b-a31a-7bf0fe00a874	https://symbiota.ccber.ucsb.edu/kummel/2025/n114a_n113-004.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
b7a8e1fd-e7e9-4553-a33b-832126f5a8be	https://symbiota.ccber.ucsb.edu/kummel/2025/n114b_n112-030a.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
15a9ad12-8c73-4d0f-af81-a73807c992fb	https://symbiota.ccber.ucsb.edu/kummel/2025/n114c_n113-021.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
61cd7524-4669-4b27-835b-431ad244b48d	https://symbiota.ccber.ucsb.edu/kummel/2025/n115a_n115-002.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
90e3da55-b1b8-4c78-a790-e1f98f5fcf32	https://symbiota.ccber.ucsb.edu/kummel/2025/n115b_n115-008.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
c1a9ba05-7172-4f65-bb1b-496bba5d9bb6	https://symbiota.ccber.ucsb.edu/kummel/2025/n115c_n115-042.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
c24f1926-1712-4170-8055-76cdd79de979	https://symbiota.ccber.ucsb.edu/kummel/2025/n116a_n116-003.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
f2ead9c0-0d3f-42d3-896d-6f59371c9a1c	https://symbiota.ccber.ucsb.edu/kummel/2025/n116b_n115-029.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
965de99c-eba9-4752-8f46-ecc24a2f907f	https://symbiota.ccber.ucsb.edu/kummel/2025/n116c_n112-015.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
c7598392-2718-4ed8-a1d7-c74143ab618d	https://symbiota.ccber.ucsb.edu/kummel/2025/n117a_n117-004.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
3ef92ec5-776c-4f1d-af33-b77e9c3a44b2	https://symbiota.ccber.ucsb.edu/kummel/2025/n117b_n117-011.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
13ec31cc-6281-4831-8de1-8af4d6f16b51	https://symbiota.ccber.ucsb.edu/kummel/2025/n117c_n113-024.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
088a9188-2e88-4a71-a3d9-ca0e6217bb07	https://symbiota.ccber.ucsb.edu/kummel/2025/n118a_n115-005.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
0cbe6255-eb5e-49ee-a453-ae1b77a68342	https://symbiota.ccber.ucsb.edu/kummel/2025/n118b_n115-032.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
6072d086-ea31-4273-9475-9e052c4496d7	https://symbiota.ccber.ucsb.edu/kummel/2025/n118c_n115-014.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
d1240620-61f4-4aa2-be33-df66678d08bb	https://symbiota.ccber.ucsb.edu/kummel/2025/n119a_n119-012.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
9ffbde97-6500-4f7e-b506-2bb779687844	https://symbiota.ccber.ucsb.edu/kummel/2025/n119b_n119-005.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
e55b3eb7-7ba1-4907-bd49-6fa6fa08174f	https://symbiota.ccber.ucsb.edu/kummel/2025/n119c_n115-020.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
e67f3867-24da-4b42-aee3-d5aaf9e05c03	https://symbiota.ccber.ucsb.edu/kummel/2025/n120a_n120-013.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
d59bc4cb-c214-4350-bda5-76220817a888	https://symbiota.ccber.ucsb.edu/kummel/2025/n120b_n120-019.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
14dcb82c-e3eb-46f5-bd3b-a4e728161502	https://symbiota.ccber.ucsb.edu/kummel/2025/n120c_n118-030.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
d1338ec2-8dae-4fe4-a149-0f573bc3b19e	https://symbiota.ccber.ucsb.edu/kummel/2025/n121a_n121-016.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
bc7e778f-9d2e-4b21-bbcf-84e05d47c561	https://symbiota.ccber.ucsb.edu/kummel/2025/n121b_n121-006.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
b16717f7-2fd3-4ca3-b152-b4f0905ae94f	https://symbiota.ccber.ucsb.edu/kummel/2025/n121c_n120-003.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
74c066cb-45e6-48f2-b452-e415a8c7e090	https://symbiota.ccber.ucsb.edu/kummel/2025/n122a_n122-012.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
0ebf2e13-4822-47c3-905f-0c9208f37b6a	https://symbiota.ccber.ucsb.edu/kummel/2025/n122b_n121-018.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
48586281-f401-4d84-9a7b-b3c7d88cb57a	https://symbiota.ccber.ucsb.edu/kummel/2025/n122c_n121-023.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
2c76f9b1-e991-4161-b089-375568204112	https://symbiota.ccber.ucsb.edu/kummel/2025/n123a_n123-021.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
ce0237e4-28f8-40e7-8c29-8afeb82a5517	https://symbiota.ccber.ucsb.edu/kummel/2025/n123b_n123-003.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
0870c38d-867d-4f06-a8d5-d914d30b276f	https://symbiota.ccber.ucsb.edu/kummel/2025/n123c_n123-005.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
29d507d0-05b1-47f4-86b3-20c91b7132ca	https://symbiota.ccber.ucsb.edu/kummel/2025/n124a_n124-003.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
16277d0f-78a5-4b63-888a-2b5f6b9a9ce4	https://symbiota.ccber.ucsb.edu/kummel/2025/n124b_n124-024.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
0d14165a-4d7b-4510-b41f-152aa7c3eccc	https://symbiota.ccber.ucsb.edu/kummel/2025/n124c_n124-006.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
b6cfbbd2-dc83-4ef4-83b2-35ca624b2a73	https://symbiota.ccber.ucsb.edu/kummel/2025/n125a_n125-004.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
0cd4212f-8501-44df-9e01-808124ba75f5	https://symbiota.ccber.ucsb.edu/kummel/2025/n125b_n125-011.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
cc44af9f-0225-4c7a-a4e9-b5d7c98b1922	https://symbiota.ccber.ucsb.edu/kummel/2025/n125c_n122-006.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
5d6db5ce-09cc-44ee-8f19-9b6a93cd8c4b	https://symbiota.ccber.ucsb.edu/kummel/2025/n126a_n126-008.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
ed248639-85f0-4a6c-8890-0f56e2b032fc	https://symbiota.ccber.ucsb.edu/kummel/2025/n126b_n123-010.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
a5895366-f647-4a93-837e-cbb04fbe7193	https://symbiota.ccber.ucsb.edu/kummel/2025/n126c_n120-009.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
d84ed85b-e224-4787-89c4-e0b1e5710664	https://symbiota.ccber.ucsb.edu/kummel/2025/n127a_n127-015.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
4554358b-0f5f-40f9-8d2d-505d623d51b3	https://symbiota.ccber.ucsb.edu/kummel/2025/n127b_n126-013.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
3f2ee7cf-d5b7-4ca4-86f1-dd8484d23ad3	https://symbiota.ccber.ucsb.edu/kummel/2025/n127c_n124-011.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
c8a600cf-5df6-4567-8d8d-dd5850744e43	https://symbiota.ccber.ucsb.edu/kummel/2025/n128a_n128-003.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
d4f12810-8100-4620-964b-fb35168ff124	https://symbiota.ccber.ucsb.edu/kummel/2025/n128b_n127-019.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
b545ab3e-7f81-44a4-b6fd-96dfa4601051	https://symbiota.ccber.ucsb.edu/kummel/2025/n128c_n127-008.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
4243fb2f-a3d9-4671-9424-959cef599e7f	https://symbiota.ccber.ucsb.edu/kummel/2025/n129a_n129-009.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
a33c02d4-94a2-4924-a68f-9accaadfac99	https://symbiota.ccber.ucsb.edu/kummel/2025/n129b_n129-020.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
a613ce33-1a36-47df-9dd9-c419322e4b9e	https://symbiota.ccber.ucsb.edu/kummel/2025/n129c_n129-004.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
3db7610a-eea6-4ee1-a9ae-964ff5d68684	https://symbiota.ccber.ucsb.edu/kummel/2025/n130a_n130-007.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
a397e18a-c43f-45bd-b474-de099cf6e872	https://symbiota.ccber.ucsb.edu/kummel/2025/n130b_n130-009.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
3dc0fe45-32a0-469e-a528-b31e2c306a39	https://symbiota.ccber.ucsb.edu/kummel/2025/n130c_n130-021.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
cf0c6c62-a345-42ef-b875-7c99be7c4ead	https://symbiota.ccber.ucsb.edu/kummel/2025/n131a_n131-027.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
246c1959-aded-4c53-81d7-8bb4ea98fe0e	https://symbiota.ccber.ucsb.edu/kummel/2025/n131b_n131-020.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
b78b5973-9414-40fc-aa71-7d22afa244bf	https://symbiota.ccber.ucsb.edu/kummel/2025/n131c_n131-014.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
2403c9ff-aff3-4c59-b76d-99c39df15c10	https://symbiota.ccber.ucsb.edu/kummel/2025/n201a_n201-004.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
cb169a21-fc72-442f-beff-fa90423c6437	https://symbiota.ccber.ucsb.edu/kummel/2025/n201b_n201-027.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
e5cbd6ea-f2e0-41a6-aa46-77991b688b14	https://symbiota.ccber.ucsb.edu/kummel/2025/n201c_n130-030.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
e043498d-fa73-44a5-b4bc-a1a48cb0a560	https://symbiota.ccber.ucsb.edu/kummel/2025/n202a_n202-011.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
5a228149-8ed4-4a3e-a789-4559ae73f8cf	https://symbiota.ccber.ucsb.edu/kummel/2025/n202b_n202-004.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
37fb0fdd-bba9-4c29-ab65-1ec0bb7f587b	https://symbiota.ccber.ucsb.edu/kummel/2025/n202c_n202-028.jpg	Mark Kummel	Mark Kummel	https://creativecommons.org/licenses/by/4.0/	CC BY 4.0
